order,city_id,city_name_en,city_name_zh,country,country_code,region,admin_area,lat,lon,iana_timezone,geonames_match_name,geonames_modified,mean_temperature_c,solar_radiation_kwh_m2_day,annual_precipitation_mm,relative_humidity_pct,annual_temp_range_c,reference_eto_mm,aridity_index,surface_water_fraction,vegetation_fraction,ocean_fraction_30km,elevation_m,elevation_p90_p10_relief_m,terrain_ruggedness,coast_distance_km,coast_proximity,continentality,spatial_sample_points,worldcover_valid_fraction,dem_land_valid_fraction,q_mean_temperature_c,q_solar_radiation_kwh_m2_day,q_annual_precipitation_mm,q_relative_humidity_pct,q_aridity_index,q_surface_water_fraction,q_vegetation_fraction,q_elevation_m,q_terrain_ruggedness,q_continentality,q_coast_proximity,finance_services_intensity,manufacturing_logistics_intensity,ict_rd_intensity,education_creative_intensity,wood_score,fire_score,earth_score,metal_score,water_score,wood_score_raw,fire_score_raw,earth_score_raw,metal_score_raw,water_score_raw,wood_score_n90_a10,fire_score_n90_a10,earth_score_n90_a10,metal_score_n90_a10,water_score_n90_a10,wood_score_n80_a20,fire_score_n80_a20,earth_score_n80_a20,metal_score_n80_a20,water_score_n80_a20,wood_score_v0_1,fire_score_v0_1,earth_score_v0_1,metal_score_v0_1,water_score_v0_1,wood_score_raw_v0_1,fire_score_raw_v0_1,earth_score_raw_v0_1,metal_score_raw_v0_1,water_score_raw_v0_1,wood_score_v0_2_0,fire_score_v0_2_0,earth_score_v0_2_0,metal_score_v0_2_0,water_score_v0_2_0,wood_score_raw_v0_2_0,fire_score_raw_v0_2_0,earth_score_raw_v0_2_0,metal_score_raw_v0_2_0,water_score_raw_v0_2_0,dominant_element_v0_2_0,mapping_version_v0_2_0,prototype_humid_tropical_marine_weight,prototype_hot_arid_desert_weight,prototype_cold_continental_weight,prototype_sunlit_plateau_weight,prototype_temperate_oceanic_weight,prototype_humid_mountain_coast_weight,prototype_forest_cool_wet_weight,prototype_humid_inland_basin_weight,prototype_mediterranean_dry_warm_coast_weight,prototype_high_latitude_coast_weight,prototype_inland_water_rich_weight,prototype_dry_continental_steppe_weight,dominant_prototype,dominant_element,prototype_weight_sum,legacy_score_columns_version,data_confidence,mapping_version,source_snapshot_version,calibration_version,spatial_scope,auxiliary_layer_status,mean_temperature_c_source_id,mean_temperature_c_period,mean_temperature_c_unit,mean_temperature_c_scope,mean_temperature_c_license,mean_temperature_c_collected_on,mean_temperature_c_missing,mean_temperature_c_confidence,solar_radiation_kwh_m2_day_source_id,solar_radiation_kwh_m2_day_period,solar_radiation_kwh_m2_day_unit,solar_radiation_kwh_m2_day_scope,solar_radiation_kwh_m2_day_license,solar_radiation_kwh_m2_day_collected_on,solar_radiation_kwh_m2_day_missing,solar_radiation_kwh_m2_day_confidence,annual_precipitation_mm_source_id,annual_precipitation_mm_period,annual_precipitation_mm_unit,annual_precipitation_mm_scope,annual_precipitation_mm_license,annual_precipitation_mm_collected_on,annual_precipitation_mm_missing,annual_precipitation_mm_confidence,relative_humidity_pct_source_id,relative_humidity_pct_period,relative_humidity_pct_unit,relative_humidity_pct_scope,relative_humidity_pct_license,relative_humidity_pct_collected_on,relative_humidity_pct_missing,relative_humidity_pct_confidence,annual_temp_range_c_source_id,annual_temp_range_c_period,annual_temp_range_c_unit,annual_temp_range_c_scope,annual_temp_range_c_license,annual_temp_range_c_collected_on,annual_temp_range_c_missing,annual_temp_range_c_confidence,aridity_index_source_id,aridity_index_period,aridity_index_unit,aridity_index_scope,aridity_index_license,aridity_index_collected_on,aridity_index_missing,aridity_index_confidence,vegetation_fraction_source_id,vegetation_fraction_period,vegetation_fraction_unit,vegetation_fraction_scope,vegetation_fraction_license,vegetation_fraction_collected_on,vegetation_fraction_missing,vegetation_fraction_confidence,surface_water_fraction_source_id,surface_water_fraction_period,surface_water_fraction_unit,surface_water_fraction_scope,surface_water_fraction_license,surface_water_fraction_collected_on,surface_water_fraction_missing,surface_water_fraction_confidence,elevation_m_source_id,elevation_m_period,elevation_m_unit,elevation_m_scope,elevation_m_license,elevation_m_collected_on,elevation_m_missing,elevation_m_confidence,terrain_ruggedness_source_id,terrain_ruggedness_period,terrain_ruggedness_unit,terrain_ruggedness_scope,terrain_ruggedness_license,terrain_ruggedness_collected_on,terrain_ruggedness_missing,terrain_ruggedness_confidence,elevation_p90_p10_relief_m_source_id,elevation_p90_p10_relief_m_period,elevation_p90_p10_relief_m_unit,elevation_p90_p10_relief_m_scope,elevation_p90_p10_relief_m_license,elevation_p90_p10_relief_m_collected_on,elevation_p90_p10_relief_m_missing,elevation_p90_p10_relief_m_confidence,coast_distance_km_source_id,coast_distance_km_period,coast_distance_km_unit,coast_distance_km_scope,coast_distance_km_license,coast_distance_km_collected_on,coast_distance_km_missing,coast_distance_km_confidence,coast_proximity_source_id,coast_proximity_period,coast_proximity_unit,coast_proximity_scope,coast_proximity_license,coast_proximity_collected_on,coast_proximity_missing,coast_proximity_confidence,continentality_source_id,continentality_period,continentality_unit,continentality_scope,continentality_license,continentality_collected_on,continentality_missing,continentality_confidence,finance_services_intensity_source_id,finance_services_intensity_period,finance_services_intensity_unit,finance_services_intensity_scope,finance_services_intensity_license,finance_services_intensity_collected_on,finance_services_intensity_missing,finance_services_intensity_confidence,manufacturing_logistics_intensity_source_id,manufacturing_logistics_intensity_period,manufacturing_logistics_intensity_unit,manufacturing_logistics_intensity_scope,manufacturing_logistics_intensity_license,manufacturing_logistics_intensity_collected_on,manufacturing_logistics_intensity_missing,manufacturing_logistics_intensity_confidence,ict_rd_intensity_source_id,ict_rd_intensity_period,ict_rd_intensity_unit,ict_rd_intensity_scope,ict_rd_intensity_license,ict_rd_intensity_collected_on,ict_rd_intensity_missing,ict_rd_intensity_confidence,education_creative_intensity_source_id,education_creative_intensity_period,education_creative_intensity_unit,education_creative_intensity_scope,education_creative_intensity_license,education_creative_intensity_collected_on,education_creative_intensity_missing,education_creative_intensity_confidence,city_identity_source_id,city_identity_period,city_identity_unit,city_identity_scope,city_identity_license,city_identity_collected_on,city_identity_missing,city_identity_confidence,coordinates_source_id,coordinates_period,coordinates_unit,coordinates_scope,coordinates_license,coordinates_collected_on,coordinates_missing,coordinates_confidence
1,1816670,Beijing,北京,中国,CN,中国大陆 + 港澳台,Beijing,39.9075,116.39723,Asia/Shanghai,Beijing,2025-12-15,11.52,4.058333,533.25405,52.5,31.83,1165.096919,0.542309,0.011343,0.475363,0,39.50341,55.6817,0.046401,143.748404,0.1471,1,2821,1,1,0.371839,0.470756,0.264837,0.005066,0.542309,0.011343,0.475363,0.193683,0.046401,1,0.1471,,,,,10,16,15,40,19,10.314069,15.767178,15.457550,39.857539,18.603664,22,14,27,21,16,22,15,26,21,16,22,15,27,20,16,21.760057,14.703709,26.721291,20.650953,16.163991,10,16,15,40,19,10.509491,15.899631,14.877436,39.936865,18.776576,metal,city-elements-v0.2.0-candidate,0.001251,0.145642,0.315611,0.039646,0.003798,0.007187,0.037867,0.053146,0.029955,0.009754,0.035138,0.321005,dry_continental_steppe,metal,1.000000,city-elements-v0.1.0;city-elements-v0.2.0-candidate,medium,city-elements-v0.2.1-scheme-c-candidate,city-facts-2026-09-11-v1,cities100-2026-09-11-v1,GeoNames anchor; natural spatial fields use 30 km radius,excluded_from_v0.2_natural_model; reserved_for_city_profile,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,kWh/m2/day,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,mm/year,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,percent,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,fao56_aridity_derived,1991-2020,0-1; higher=drier,NASA POWER grid cell; FAO-56 monthly ETo using 30 km median elevation,Derived metric; source licences apply,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,0-1,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,natural_earth_coastline_4.1.0,version 4.1.0,km,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,natural_earth_coastline_4.1.0,version 4.1.0,0-1,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,0-1 calibrated index,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,GeoNames identifier and UTF-8 text,selected populated-place record,CC BY 4.0,2026-09-11,false,high,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,"decimal degrees, WGS84",GeoNames populated-place point,CC BY 4.0,2026-09-11,false,high
2,1796236,Shanghai,上海,中国,CN,中国大陆 + 港澳台,Shanghai,31.22222,121.45806,Asia/Shanghai,Shanghai,2026-08-26,16.86,3.794444,1194.342975,77.72,23.86,1078.468677,0,0.028004,0.325062,0.115562,4.154787,4.464082,0.00372,18.028284,0.786331,0.850141,2821,1,1,0.653767,0.377059,0.810768,0.72291,0,0.028004,0.325062,0,0.00372,0.850141,0.786331,,,,,23,13,15,23,26,23.290190,12.567834,14.919386,23.063699,26.158891,24,14,22,17,23,24,14,22,17,23,24,14,22,17,23,24.011729,14.353534,21.915879,16.770719,22.948139,24,13,14,23,26,23.666711,12.684750,13.990347,23.069797,26.588394,water,city-elements-v0.2.0-candidate,0.090112,0.057180,0.139014,0.003055,0.108295,0.034184,0.141457,0.110824,0.054008,0.089051,0.083432,0.089388,forest_cool_wet,water,1.000000,city-elements-v0.1.0;city-elements-v0.2.0-candidate,medium,city-elements-v0.2.1-scheme-c-candidate,city-facts-2026-09-11-v1,cities100-2026-09-11-v1,GeoNames anchor; natural spatial fields use 30 km radius,excluded_from_v0.2_natural_model; reserved_for_city_profile,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,kWh/m2/day,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,mm/year,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,percent,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,fao56_aridity_derived,1991-2020,0-1; higher=drier,NASA POWER grid cell; FAO-56 monthly ETo using 30 km median elevation,Derived metric; source licences apply,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,0-1,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,natural_earth_coastline_4.1.0,version 4.1.0,km,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,natural_earth_coastline_4.1.0,version 4.1.0,0-1,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,0-1 calibrated index,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,GeoNames identifier and UTF-8 text,selected populated-place record,CC BY 4.0,2026-09-11,false,high,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,"decimal degrees, WGS84",GeoNames populated-place point,CC BY 4.0,2026-09-11,false,high
3,1795565,Shenzhen,深圳,中国,CN,中国大陆 + 港澳台,Guangdong,22.54554,114.0683,Asia/Shanghai,Shenzhen,2025-10-22,23.19,4.172222,1534.0185,79.75,12.22,1274.664954,0,0.035803,0.464374,0.243531,57.773178,245.22756,0.204356,2.278607,0.970075,0.29567,2821,1,1,0.987963,0.511194,0.980319,0.780691,0,0.035803,0.464374,0.279437,0.204356,0.29567,0.970075,,,,,29,19,14,12,26,29.060966,18.661237,14.348768,11.749326,26.179703,25,16,21,14,24,24,16,21,15,24,24,16,21,15,24,24.52442,16.262249,20.72555,14.714739,23.773042,29,19,13,12,27,29.490123,18.797010,13.335109,11.792625,26.585132,wood,city-elements-v0.2.0-candidate,0.339586,0.040408,0.007712,0.021648,0.076174,0.088637,0.155290,0.092500,0.071391,0.049436,0.045216,0.012002,humid_tropical_marine,wood,1.000000,city-elements-v0.1.0;city-elements-v0.2.0-candidate,medium,city-elements-v0.2.1-scheme-c-candidate,city-facts-2026-09-11-v1,cities100-2026-09-11-v1,GeoNames anchor; natural spatial fields use 30 km radius,excluded_from_v0.2_natural_model; reserved_for_city_profile,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,kWh/m2/day,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,mm/year,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,percent,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,fao56_aridity_derived,1991-2020,0-1; higher=drier,NASA POWER grid cell; FAO-56 monthly ETo using 30 km median elevation,Derived metric; source licences apply,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,0-1,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,natural_earth_coastline_4.1.0,version 4.1.0,km,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,natural_earth_coastline_4.1.0,version 4.1.0,0-1,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,0-1 calibrated index,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,GeoNames identifier and UTF-8 text,selected populated-place record,CC BY 4.0,2026-09-11,false,high,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,"decimal degrees, WGS84",GeoNames populated-place point,CC BY 4.0,2026-09-11,false,high
4,1809858,Guangzhou,广州,中国,CN,中国大陆 + 港澳台,Guangdong,23.11667,113.25,Asia/Shanghai,Guangzhou,2026-08-26,22.49,3.805556,1705.682475,78.02,14.17,1186.900732,0,0.054591,0.401631,0.033676,8.687728,47.813458,0.039845,15.674416,0.811402,0.388558,2821,1,1,0.951006,0.381004,1,0.731449,0,0.054591,0.401631,0,0.039845,0.388558,0.811402,,,,,29,16,14,13,28,28.795418,16.337252,14.292814,12.976210,27.598306,25,16,20,15,24,24,16,20,16,24,25,16,20,15,24,24.420673,16.081146,20.04026,15.155505,24.302417,29,17,13,13,28,29.228504,16.457059,13.220208,12.980275,28.113954,wood,city-elements-v0.2.0-candidate,0.281140,0.034360,0.020721,0.002033,0.104473,0.049752,0.149547,0.115707,0.062409,0.058649,0.100145,0.021064,humid_tropical_marine,wood,1.000000,city-elements-v0.1.0;city-elements-v0.2.0-candidate,medium,city-elements-v0.2.1-scheme-c-candidate,city-facts-2026-09-11-v1,cities100-2026-09-11-v1,GeoNames anchor; natural spatial fields use 30 km radius,excluded_from_v0.2_natural_model; reserved_for_city_profile,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,kWh/m2/day,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,mm/year,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,percent,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,fao56_aridity_derived,1991-2020,0-1; higher=drier,NASA POWER grid cell; FAO-56 monthly ETo using 30 km median elevation,Derived metric; source licences apply,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,0-1,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,natural_earth_coastline_4.1.0,version 4.1.0,km,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,natural_earth_coastline_4.1.0,version 4.1.0,0-1,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,0-1 calibrated index,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,GeoNames identifier and UTF-8 text,selected populated-place record,CC BY 4.0,2026-09-11,false,high,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,"decimal degrees, WGS84",GeoNames populated-place point,CC BY 4.0,2026-09-11,false,high
5,1808926,Hangzhou,杭州,中国,CN,中国大陆 + 港澳台,Zhejiang,30.29365,120.16142,Asia/Shanghai,Hangzhou,2026-08-26,16.5,3.583333,1362.354525,78.43,24.73,968.806197,0,0.049273,0.536689,0.036157,7.415707,96.675902,0.080563,6.525439,0.916672,0.891583,2821,1,1,0.634761,0.302101,0.899923,0.743119,0,0.049273,0.536689,0,0.080563,0.891583,0.916672,,,,,27,10,15,20,28,26.697631,9.991483,15.652617,19.837061,27.821208,25,13,21,16,25,25,14,21,16,24,25,14,21,16,24,25.185349,13.535568,21.120969,15.912409,24.245705,27,10,15,20,28,27.189521,10.107605,14.437320,19.843751,28.421804,water,city-elements-v0.2.0-candidate,0.072917,0.029682,0.121440,0.003341,0.099220,0.079529,0.186888,0.109419,0.036755,0.099654,0.110705,0.050450,forest_cool_wet,water,1.000000,city-elements-v0.1.0;city-elements-v0.2.0-candidate,medium,city-elements-v0.2.1-scheme-c-candidate,city-facts-2026-09-11-v1,cities100-2026-09-11-v1,GeoNames anchor; natural spatial fields use 30 km radius,excluded_from_v0.2_natural_model; reserved_for_city_profile,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,kWh/m2/day,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,mm/year,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,percent,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,degC,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,fao56_aridity_derived,1991-2020,0-1; higher=drier,NASA POWER grid cell; FAO-56 monthly ETo using 30 km median elevation,Derived metric; source licences apply,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,esa_worldcover_2021_v200,2021,0-1,30 km radius; 1 km systematic grid; 80 m WorldCover overview,CC BY 4.0,2026-09-11,false,medium,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,0-1,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,copernicus_dem_glo90_2021,2021 release,m,30 km radius land pixels; 1 km systematic grid; 180 m DEM overview,Copernicus DEM GLO-90 free and open licence,2026-09-11,false,high,natural_earth_coastline_4.1.0,version 4.1.0,km,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,natural_earth_coastline_4.1.0,version 4.1.0,0-1,distance from GeoNames anchor to nearest Natural Earth 1:10m coastline,Public domain,2026-09-11,false,medium,nasa_power_v2.9.7_1991_2020,1991-2020,0-1 calibrated index,NASA POWER source grid cell at GeoNames anchor,NASA open data; attribution requested,2026-09-11,false,medium,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,not_available_globally_comparable,not available,0-1,administrative city; boundary unavailable,n.a.,2026-09-11,true,unavailable,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,GeoNames identifier and UTF-8 text,selected populated-place record,CC BY 4.0,2026-09-11,false,high,geonames_cities15000_20260911,daily dump downloaded 2026-09-11,"decimal degrees, WGS84",GeoNames populated-place point,CC BY 4.0,2026-09-11,false,high
